ASR_BLEU	AL	AL_CA	AP	AP_CA	DAL	DAL_CA	StartOffset	StartOffset_CA	EndOffset	EndOffset_CA	LAAL	LAAL_CA	ATD	ATD_CA	NumChunks	NumChunks_CA	DiscontinuitySum	DiscontinuitySum_CA	DiscontinuityAve	DiscontinuityAve_CA	DiscontinuityNum	DiscontinuityNum_CA	RTF	RTF_CA
0.0	1724.895	4025.389	0.425	1.924	1358.812	10394.201	1280.0	3169.495	1366.0	1366.0	1724.895	4025.389	1440.146	10516.859	9.5	9.5	110.0	110.0	55.0	55.0	1	1	1.326	1.326
